TIME,A_X_0,A_Y_0,A_Z_0,A_X_1,A_Y_1,A_Z_1,VALVE
0.01350239082336202,0.9976806640625,0.0093994140625,-0.0966796875,,,,
0.01995509722901545,,,,0.95166015625,-0.1229248046875,-0.23095703125,
0.01999497413635254,,,,,,,0.0
0.023330390823360858,0.9984130859375,0.0103759765625,-0.0986328125,,,,
0.02997809722900513,,,,0.9522705078125,-0.1241455078125,-0.23291015625,
0.0335483908233698,0.9981689453125,0.01123046875,-0.099365234375,,,,
0.04015709722901306,,,,0.9510498046875,-0.125732421875,-0.233154296875,
0.040314674377441406,,,,,,,0.0
0.04376639082336453,1.0,0.0081787109375,-0.0982666015625,,,,
0.05029709722900577,,,,0.9530029296875,-0.125,-0.2320556640625,
0.05386739082337044,0.999267578125,0.0074462890625,-0.099853515625,,,,
0.06035909722901067,,,,0.951904296875,-0.1256103515625,-0.23291015625,
0.06056499481201172,,,,,,,0.0
0.06400739082336315,0.99853515625,0.0086669921875,-0.0986328125,,,,
0.07046009722900237,,,,0.95166015625,-0.126708984375,-0.2366943359375,
0.07410839082336906,0.9979248046875,0.00732421875,-0.0992431640625,,,,
0.0798590972290043,,,,0.9505615234375,-0.1275634765625,-0.2371826171875,
0.08139729499816895,,,,,,,0.0
0.08381939082336487,0.9981689453125,0.0074462890625,-0.0989990234375,,,,
0.0899210972290092,,,,0.9508056640625,-0.12939453125,-0.2376708984375,
0.09368639082336472,0.9962158203125,0.0081787109375,-0.0977783203125,,,,
0.10006109722900192,,,,0.951171875,-0.127685546875,-0.236328125,
0.10157060623168945,,,,,,,0.0
0.10331939082337271,0.9964599609375,0.0059814453125,-0.0980224609375,,,,
0.10992809722900176,,,,0.949951171875,-0.1270751953125,-0.237548828125,
0.11322539082337357,0.996826171875,0.00830078125,-0.09912109375,,,,
0.11975609722901481,,,,0.949951171875,-0.1270751953125,-0.2379150390625,
0.12328739082336426,0.997802734375,0.009033203125,-0.0989990234375,,,,
0.12323856353759766,,,,,,,0.0
0.1298570972290065,,,,0.9508056640625,-0.1240234375,-0.23974609375,
0.13323239082336613,0.998291015625,0.00732421875,-0.0989990234375,,,,
0.13976309722900737,,,,0.9517822265625,-0.12353515625,-0.2362060546875,
0.143177390823368,1.0001220703125,0.010009765625,-0.101806640625,,,,
0.14432668685913086,,,,,,,0.0
0.14978609722901126,,,,0.9522705078125,-0.1221923828125,-0.233642578125,
0.1532393908233729,0.9989013671875,0.009033203125,-0.102294921875,,,,
0.15977009722901414,,,,0.95263671875,-0.120361328125,-0.2359619140625,
0.16326239082336258,0.999267578125,0.0087890625,-0.101806640625,,,,
0.16539669036865234,,,,,,,0.0
0.16983209722900483,,,,0.9541015625,-0.1229248046875,-0.2391357421875,
0.17316839082336344,1.0028076171875,0.0078125,-0.1014404296875,,,,
0.1798160972290077,,,,0.9522705078125,-0.1273193359375,-0.2373046875,
0.18319139082336733,0.9967041015625,0.007080078125,-0.1011962890625,,,,
0.18649792671203613,,,,,,,0.0
0.18972209722900857,,,,0.9520263671875,-0.126708984375,-0.235107421875,
0.1931753908233702,0.9959716796875,0.0079345703125,-0.1019287109375,,,,
0.19974509722901246,,,,0.95263671875,-0.1290283203125,-0.2352294921875,
0.20312039082337208,0.9984130859375,0.008056640625,-0.0999755859375,,,,
0.20745277404785156,,,,,,,0.0
0.20976809722900214,,,,0.951171875,-0.128662109375,-0.238525390625,
0.21306539082337395,0.998291015625,0.0081787109375,-0.0970458984375,,,,
0.21959609722901519,,,,0.9517822265625,-0.12744140625,-0.2369384765625,
0.22312739082336464,0.998779296875,0.0096435546875,-0.0972900390625,,,,
0.22850847244262695,,,,,,,0.0
0.22961909722900486,,,,0.9530029296875,-0.126220703125,-0.2379150390625,
0.23299439082336448,0.996826171875,0.01025390625,-0.1002197265625,,,,
0.23964209722900875,,,,0.9522705078125,-0.1268310546875,-0.234375,
0.2430953908233704,0.9976806640625,0.0103759765625,-0.095703125,,,,
0.24966509722901264,,,,0.9532470703125,-0.123779296875,-0.232421875,
0.2504386901855469,,,,,,,0.0
0.25296239082337024,0.99951171875,0.0096435546875,-0.0975341796875,,,,
0.25984409722900637,,,,0.9525146484375,-0.1220703125,-0.23291015625,
0.26310239082336295,1.0,0.009521484375,-0.0977783203125,,,,
0.26990609722901127,,,,0.9530029296875,-0.1234130859375,-0.2330322265625,
0.2707393169403076,,,,,,,0.0
0.2732423908233699,1.000244140625,0.0101318359375,-0.09912109375,,,,
0.280124097229006,,,,0.952880859375,-0.1265869140625,-0.2332763671875,
0.2834603908233646,0.9989013671875,0.0076904296875,-0.1014404296875,,,,
0.29030309722901393,,,,0.9525146484375,-0.1282958984375,-0.2352294921875,
0.29125070571899414,,,,,,,0.0
0.2930933908233726,1.0006103515625,0.0086669921875,-0.0986328125,,,,
0.2998970972290067,,,,0.951171875,-0.12890625,-0.235107421875,
0.30303839082337447,0.99853515625,0.0059814453125,-0.0980224609375,,,,
0.30976409722900655,,,,0.9495849609375,-0.1273193359375,-0.234619140625,
0.3132173908233682,0.998779296875,0.0074462890625,-0.094970703125,,,,
0.3130006790161133,,,,,,,0.0
0.3199040972290135,,,,0.9510498046875,-0.1270751953125,-0.235107421875,
0.3233573908233609,0.99755859375,0.005615234375,-0.09619140625,,,,
0.32996609722900416,,,,0.9515380859375,-0.1279296875,-0.2352294921875,
0.33357539082336984,0.99755859375,0.0072021484375,-0.094970703125,,,,
0.3334808349609375,,,,,,,0.0
0.3394430972290081,,,,0.952392578125,-0.1298828125,-0.2318115234375,
0.3430523908233738,0.997314453125,0.00830078125,-0.0928955078125,,,,
0.34958309722901504,,,,0.9522705078125,-0.1329345703125,-0.23193359375,
0.3531923908233665,1.000244140625,0.0069580078125,-0.0947265625,,,,
0.3540318012237549,,,,,,,0.0
0.35968409722900674,,,,0.9532470703125,-0.1339111328125,-0.22607421875,
0.3632933908233724,0.998779296875,0.0068359375,-0.0902099609375,,,,
0.36978509722901265,,,,0.9541015625,-0.13330078125,-0.2281494140625,
0.37343339082336513,0.9974365234375,0.009033203125,-0.0869140625,,,,
0.3742647171020508,,,,,,,0.0
0.37984709722900334,,,,0.9515380859375,-0.1318359375,-0.2252197265625,
0.38353439082337104,1.000732421875,0.0093994140625,-0.088623046875,,,,
0.3894410972290103,,,,0.9539794921875,-0.1314697265625,-0.22802734375,
0.39324539082336685,1.00244140625,0.006591796875,-0.0924072265625,,,,
0.3952000141143799,,,,,,,0.0
0.39965909722900506,,,,0.953369140625,-0.129150390625,-0.23095703125,
0.40338539082337377,0.99755859375,0.0072021484375,-0.0960693359375,,,,
0.40968209722900895,,,,0.9517822265625,-0.1282958984375,-0.231689453125,
0.41348639082336547,0.998291015625,0.0074462890625,-0.0946044921875,,,,
