TIME,A_X_0,A_Y_0,A_Z_0,A_X_1,A_Y_1,A_Z_1,VALVE
0.005053997039794922,0.990234375,-0.0968017578125,-0.2127685546875,,,,
0.007592439651489258,,,,0.972412109375,-0.0806884765625,-0.1885986328125,
0.00784158706665039,,,,,,,0.0
0.018039941787719727,0.9893798828125,-0.09814453125,-0.2125244140625,,,,
0.020806550979614258,,,,0.972412109375,-0.0789794921875,-0.190673828125,
0.021001815795898438,,,,,,,0.0
0.031752824783325195,0.98779296875,-0.097412109375,-0.21435546875,,,,
0.034484148025512695,,,,0.9720458984375,-0.077880859375,-0.190185546875,
0.03465151786804199,,,,,,,0.0
0.04445004463195801,0.9891357421875,-0.0968017578125,-0.2108154296875,,,,
0.046935081481933594,,,,0.9722900390625,-0.0811767578125,-0.191162109375,
0.04711031913757324,,,,,,,0.0
0.05686807632446289,0.99072265625,-0.0966796875,-0.2113037109375,,,,
0.059332847595214844,,,,0.97314453125,-0.0819091796875,-0.186279296875,
0.059506893157958984,,,,,,,0.0
0.06927037239074707,0.9908447265625,-0.09619140625,-0.2125244140625,,,,
0.07175183296203613,,,,0.97314453125,-0.082763671875,-0.185302734375,
0.07192301750183105,,,,,,,0.0
0.08294391632080078,0.990234375,-0.09814453125,-0.21435546875,,,,
0.08548665046691895,,,,0.97314453125,-0.0811767578125,-0.1922607421875,
0.0856165885925293,,,,,,,0.0
0.0959174633026123,0.99072265625,-0.0975341796875,-0.2158203125,,,,
0.09839963912963867,,,,0.969970703125,-0.0772705078125,-0.1907958984375,
0.09853386878967285,,,,,,,0.0
0.10813689231872559,0.98876953125,-0.0975341796875,-0.217529296875,,,,
0.11108636856079102,,,,0.9708251953125,-0.0777587890625,-0.1943359375,
0.11116647720336914,,,,,,,0.0
0.11987805366516113,0.989013671875,-0.098876953125,-0.2171630859375,,,,
0.12280893325805664,,,,0.9708251953125,-0.0745849609375,-0.189208984375,
0.12291955947875977,,,,,,,0.0
0.13161206245422363,0.9879150390625,-0.0986328125,-0.2178955078125,,,,
0.1345200538635254,,,,0.9727783203125,-0.074951171875,-0.1910400390625,
0.13467025756835938,,,,,,,0.0
0.14335131645202637,0.9908447265625,-0.0985107421875,-0.2147216796875,,,,
0.14626407623291016,,,,0.9727783203125,-0.0791015625,-0.1915283203125,
0.14640569686889648,,,,,,,0.0
0.15506935119628906,0.990966796875,-0.0975341796875,-0.215576171875,,,,
0.15796852111816406,,,,0.974853515625,-0.0797119140625,-0.1888427734375,
0.15813899040222168,,,,,,,0.0
0.16678738594055176,0.9925537109375,-0.0955810546875,-0.212646484375,,,,
0.16968631744384766,,,,0.9737548828125,-0.0843505859375,-0.1881103515625,
0.16982316970825195,,,,,,,0.0
0.17850112915039062,0.9903564453125,-0.0986328125,-0.2105712890625,,,,
0.18139863014221191,,,,0.9722900390625,-0.087158203125,-0.18896484375,
0.1815342903137207,,,,,,,0.0
0.190201997756958,0.990966796875,-0.097900390625,-0.210693359375,,,,
0.19309568405151367,,,,0.970947265625,-0.08447265625,-0.1903076171875,
0.19323182106018066,,,,,,,0.0
0.2019186019897461,0.98974609375,-0.101318359375,-0.212890625,,,,
0.20515179634094238,,,,0.97216796875,-0.08447265625,-0.191162109375,
0.20531296730041504,,,,,,,0.0
0.21428894996643066,0.9891357421875,-0.1004638671875,-0.212158203125,,,,
0.21740484237670898,,,,0.971435546875,-0.082275390625,-0.1895751953125,
0.21748638153076172,,,,,,,0.0
0.22679352760314941,0.990234375,-0.099365234375,-0.212646484375,,,,
0.2302393913269043,,,,0.9710693359375,-0.082275390625,-0.18798828125,
0.23043155670166016,,,,,,,0.0
0.23890042304992676,0.98779296875,-0.0968017578125,-0.2130126953125,,,,
0.24239444732666016,,,,0.9698486328125,-0.0819091796875,-0.1900634765625,
0.24269628524780273,,,,,,,0.0
0.2518641948699951,0.9901123046875,-0.0975341796875,-0.21337890625,,,,
0.25500917434692383,,,,0.9720458984375,-0.0797119140625,-0.186767578125,
0.2550971508026123,,,,,,,0.0
0.2640707492828369,0.990478515625,-0.098388671875,-0.2137451171875,,,,
0.26717710494995117,,,,0.972900390625,-0.08056640625,-0.18798828125,
0.2672581672668457,,,,,,,0.0
0.27622461318969727,0.9912109375,-0.09912109375,-0.213134765625,,,,
0.27933764457702637,,,,0.9739990234375,-0.0823974609375,-0.1866455078125,
0.27942442893981934,,,,,,,0.0
0.288402795791626,0.9920654296875,-0.09765625,-0.210693359375,,,,
0.2915067672729492,,,,0.972900390625,-0.08349609375,-0.1856689453125,
0.29158949851989746,,,,,,,0.0
0.30059075355529785,0.990234375,-0.096435546875,-0.2093505859375,,,,
0.3036959171295166,,,,0.9722900390625,-0.0833740234375,-0.1878662109375,
0.30378293991088867,,,,,,,0.0
0.3138434886932373,0.9908447265625,-0.0968017578125,-0.2049560546875,,,,
0.315967321395874,,,,0.97314453125,-0.0875244140625,-0.187255859375,
0.3160569667816162,,,,,,,0.0
0.3264636993408203,0.9896240234375,-0.0963134765625,-0.2054443359375,,,,
0.32844042778015137,,,,0.9737548828125,-0.0875244140625,-0.187255859375,
